	ranges_bin	norm_signal	pre_signal	post_signal	surround_signal	enrichment_factor1	enrichment_factor2
20852	[60895304, 60895404)	2.5714285714285716	0.0	2.0	2.0	1.2857142857142858	3.4055003145901677
20853	[60895494, 60895616)	2.8	2.0	1.3333333333333333	3.333333333333333	0.84	3.7082114536648487
20854	[60895714, 60895886)	1.6363636363636365	1.4	1.5	2.9	0.5642633228840126	2.1671365638301068
20855	[60896800, 60897152)	2.0277777777777777	0.0	3.0	3.0	0.6759259259259259	2.6855102789437892
20856	[60898493, 60898593)	1.1428571428571428	1.0	0.42857142857142855	1.4285714285714286	0.7999999999999999	1.5135556953734075
20857	[60899450, 60899501)	1.75	0.6666666666666666	2.0	2.6666666666666665	0.65625	2.3176321585405306
20858	[60899723, 60899792)	1.6	0.0	1.25	1.25	1.28	2.118977973522771
20859	[60900351, 60900576)	2.3684210526315788	0.0	2.25	2.25	1.0526315789473684	3.1366450265962067
20860	[60900667, 60900722)	2.25	2.3333333333333335	1.2857142857142858	3.6190476190476195	0.6217105263157894	2.9798127752663963
20861	[60900896, 60901033)	2.1	0.0	0.5	0.5	4.2	2.7811585902486367
20862	[60901789, 60902216)	3.1666666666666665	0.0	1.5	1.5	2.111111111111111	4.19381057259715
20863	[60903063, 60903177)	1.1	0.0	1.4	1.4	0.7857142857142858	1.456797356796905
20864	[60903822, 60903936)	1.3333333333333333	0.0	3.75	3.75	0.3555555555555555	1.7658149779356422
20865	[60904020, 60904252)	2.3157894736842106	4.0	0.2	4.2	0.5513784461152882	3.066941803782958
20866	[60904984, 60905072)	1.9	0.2	0.5	0.7	2.7142857142857144	2.5162863435582903
20867	[60905578, 60905927)	1.72	0.4444444444444444	1.6666666666666667	2.111111111111111	0.8147368421052631	2.2779013215369783
20868	[60906443, 60906528)	3.0	1.25	1.5	2.75	1.0909090909090908	3.973083700355195
20869	[60908799, 60908919)	2.75	0.0	0.3333333333333333	0.3333333333333333	8.25	3.6419933919922625
20870	[60909406, 60909559)	2.8333333333333335	0.0	1.3333333333333333	1.3333333333333333	2.1250000000000004	3.75235682811324
20871	[60909693, 60909958)	2.5384615384615383	0.3333333333333333	0.75	1.0833333333333333	2.3431952662721893	3.3618400541467035
20872	[60910500, 60910826)	1.9333333333333333	0.5	0.3333333333333333	0.8333333333333333	2.3200000000000003	2.5604317180066816
20873	[60910948, 60911080)	1.6363636363636365	0.0	1.2857142857142858	1.2857142857142858	1.2727272727272727	2.1671365638301068
20874	[60911281, 60911760)	2.3095238095238093	1.0	1.1	2.1	1.0997732426303855	3.0586438010670944
20875	[60912243, 60912472)	2.1875	1.4210526315789473	1.0	2.4210526315789473	0.9035326086956522	2.897040198175663
20876	[60913226, 60913410)	1.9375	0.0	0.75	0.75	2.5833333333333335	2.5659498898127304
20877	[60913951, 60914140)	2.090909090909091	1.0	0.3333333333333333	1.3333333333333333	1.5681818181818181	2.7691189426718026
20878	[60914253, 60914313)	2.75	0.0	1.0	1.0	2.75	3.6419933919922625
20879	[60915012, 60915246)	1.8	1.3333333333333333	0.42857142857142855	1.7619047619047619	1.0216216216216216	2.3838502202131173
20880	[60915817, 60916278)	2.1	0.0	1.6666666666666667	1.6666666666666667	1.26	2.7811585902486367
20881	[60916499, 60918573)	1.7772020725388602	0.75	0.3333333333333333	1.0833333333333333	1.6404942208051019	2.353657528880539
20882	[60919612, 60920010)	1.65625	0.25	0.4	0.65	2.548076923076923	2.1934732929044305
20883	[60920249, 60920317)	1.5	1.1666666666666667	1.125	2.291666666666667	0.6545454545454544	1.9865418501775975
20884	[60920712, 60922284)	1.697674418604651	1.5	0.5	2.0	0.8488372093023255	2.2483341870227074
20885	[60922567, 60922748)	1.9090909090909092	0.3333333333333333	0.6923076923076923	1.0256410256410255	1.8613636363636366	2.5283259911351244
20886	[60922964, 60923116)	2.1	0.0	0.3333333333333333	0.3333333333333333	6.300000000000001	2.7811585902486367
20887	[60923294, 60923448)	1.5	0.0	0.8333333333333334	0.8333333333333334	1.7999999999999998	1.9865418501775975
20888	[60923585, 60923925)	2.1842105263157894	0.0	0.8333333333333334	0.8333333333333334	2.621052631578947	2.892683746749835
20889	[60924044, 60924237)	2.1	1.0	0.6666666666666666	1.6666666666666665	1.2600000000000002	2.7811585902486367
20890	[60924590, 60925035)	2.129032258064516	0.0	0.3333333333333333	0.3333333333333333	6.387096774193548	2.819607787348848
20891	[60925432, 60925921)	1.4736842105263157	2.3333333333333335	1.1818181818181819	3.5151515151515156	0.4192377495462794	1.951690238770973
20892	[60926281, 60926536)	2.619047619047619	1.0	2.1666666666666665	3.1666666666666665	0.8270676691729324	3.468565135230726
20893	[60926613, 60926734)	2.230769230769231	1.75	1.6666666666666667	3.416666666666667	0.6529080675422139	2.9543442900077093
20894	[60928182, 60928985)	1.96875	0.0	1.3636363636363635	1.3636363636363635	1.44375	2.607336178358097
20895	[60929071, 60929246)	2.0833333333333335	1.2	1.6	2.8	0.7440476190476192	2.7590859030244412
20896	[60929611, 60930258)	2.2280701754385963	1.0	1.25	2.25	0.9902534113060428	2.950769765760876
20897	[60930562, 60930761)	1.263157894736842	0.5555555555555556	1.1538461538461537	1.7094017094017093	0.7389473684210526	1.6728773475179768
20898	[60931011, 60931445)	2.121212121212121	0.2	0.7	0.8999999999999999	2.356902356902357	2.809251101261249
20899	[60931656, 60931856)	1.4375	0.0	1.5	1.5	0.9583333333333334	1.9037692730868643
20900	[60932399, 60932495)	2.5	0.0	1.1666666666666667	1.1666666666666667	2.142857142857143	3.3109030836293294
20901	[60932671, 60933133)	1.9130434782608696	0.75	0.6666666666666666	1.4166666666666665	1.3503836317135551	2.5335606205163566
20902	[60933601, 60933786)	1.6923076923076923	0.5	1.5	2.0	0.8461538461538461	2.241226702764469
20903	[60934691, 60934817)	3.0	0.4	1.4	1.7999999999999998	1.6666666666666667	3.973083700355195
20904	[60934905, 60935572)	2.216666666666667	0.3333333333333333	2.8333333333333335	3.166666666666667	0.7	2.9356674008180055
20905	[60935667, 60935735)	0.8333333333333334	2.8	0.6	3.4	0.2450980392156863	1.1036343612097765
20906	[60936233, 60937098)	1.6567164179104477	0.2727272727272727	1.1666666666666667	1.4393939393939394	1.1509819324430477	2.194090998703615
20907	[60937536, 60938239)	2.1666666666666665	0.42857142857142855	1.75	2.1785714285714284	0.994535519125683	2.8694493391454188
20908	[60938503, 60938572)	1.4	0.6666666666666666	1.25	1.9166666666666665	0.7304347826086957	1.8541057268324244
20909	[60938662, 60938867)	1.5	1.0	0.9090909090909091	1.9090909090909092	0.7857142857142857	1.9865418501775975
20910	[60939183, 60939292)	1.75	0.0	1.4285714285714286	1.4285714285714286	1.2249999999999999	2.3176321585405306
20911	[60940915, 60940993)	3.6666666666666665	1.6666666666666667	2.4	4.066666666666666	0.9016393442622951	4.855991189323016
20912	[60941080, 60941185)	2.1818181818181817	2.0	1.1428571428571428	3.142857142857143	0.6942148760330578	2.889515418440142
20913	[60941423, 60941509)	0.8333333333333334	1.9090909090909092	0.6	2.5090909090909093	0.3321256038647343	1.1036343612097765
20914	[60941629, 60941957)	4.16	0.5	1.4	1.9	2.1894736842105265	5.5093427311592045
20915	[60942200, 60942669)	1.96875	0.2857142857142857	1.0	1.2857142857142856	1.5312500000000002	2.607336178358097
20916	[60943022, 60943161)	1.4285714285714286	0.75	0.9	1.65	0.8658008658008659	1.8919446192167597
20917	[60943534, 60943703)	2.3529411764705883	1.0	0.6	1.6	1.4705882352941175	3.116144078709957
20918	[60943930, 60944394)	2.4375	0.0	0.5	0.5	4.875	3.228130506538596
20919	[60944643, 60944700)	5.0	0.14285714285714285	0.8333333333333334	0.9761904761904763	5.121951219512194	6.621806167258659
20920	[60945170, 60945330)	2.347826086956522	0.3	1.0	1.3	1.8060200668896322	3.1093698524518922
20921	[60945490, 60945556)	5.5	0.4	3.2	3.6	1.5277777777777777	7.283986783984525
20922	[60945640, 60946207)	1.5925925925925926	1.6666666666666667	0.75	2.416666666666667	0.6590038314176244	2.1091678903120172
20923	[60946849, 60946906)	0.3333333333333333	2.3333333333333335	1.8	4.133333333333334	0.08064516129032256	0.44145374448391056
20924	[60946997, 60947855)	1.8068181818181819	2.3333333333333335	0.9	3.2333333333333334	0.5588097469540768	2.3928799558957428
20925	[60948448, 60948646)	1.6363636363636365	0.2	2.0	2.2	0.743801652892562	2.1671365638301068
20926	[60949023, 60949167)	2.9166666666666665	0.5	0.2	0.7	4.166666666666667	3.8627202642342175
20927	[60950568, 60950960)	3.0357142857142856	1.1666666666666667	2.3333333333333335	3.5	0.8673469387755102	4.020382315835614
20928	[60951478, 60951582)	2.888888888888889	0.25	1.0	1.25	2.311111111111111	3.8259324521938916
20929	[60952169, 60952706)	5.204545454545454	0.0	0.6	0.6	8.674242424242424	6.892698237737421
20930	[60952951, 60953160)	1.3	5.333333333333333	0.9	6.233333333333333	0.20855614973262032	1.7216696034872514
20931	[60953395, 60954031)	1.7358490566037736	0.8333333333333334	3.3333333333333335	4.166666666666667	0.41660377358490563	2.2988911976897985
20932	[60954114, 60954303)	2.4285714285714284	1.0	0.14285714285714285	1.1428571428571428	2.125	3.216305852668491
20933	[60954669, 60954904)	1.736842105263158	0.14285714285714285	1.0	1.1428571428571428	1.5197368421052633	2.3002063528372183
20934	[60955533, 60955792)	1.4	3.2	1.75	4.95	0.2828282828282828	1.8541057268324244
20935	[60956145, 60956195)	2.2	2.25	1.0	3.25	0.676923076923077	2.91359471359381
20936	[60956565, 60957530)	1.4533333333333334	0.0	1.1666666666666667	1.1666666666666667	1.2457142857142858	1.92473832594985
20937	[60958178, 60958302)	1.1875	0.3	0.75	1.05	1.130952380952381	1.5726789647239314
20938	[60958589, 60958891)	1.5714285714285714	0.4	3.0	3.4	0.46218487394957986	2.0811390811384354
20939	[60959008, 60959397)	1.5357142857142858	3.5	2.0	5.5	0.27922077922077926	2.0338404656580167
20940	[60959653, 60960681)	1.643835616438356	0.4	1.5454545454545454	1.9454545454545453	0.8449622327486878	2.177032164578189
20941	[60960762, 60960831)	1.0	1.1818181818181819	1.6666666666666667	2.8484848484848486	0.35106382978723405	1.3243612334517316
20942	[60960910, 60961119)	1.2	1.6666666666666667	1.2857142857142858	2.9523809523809526	0.4064516129032258	1.589233480142078
20943	[60962809, 60963726)	2.5205479452054793	1.3333333333333333	1.7272727272727273	3.0606060606060606	0.8235453682354537	3.3381159856865565
20944	[60963802, 60964132)	1.542857142857143	1.8571428571428572	1.5555555555555556	3.412698412698413	0.4520930232558139	2.0433001887541007
20945	[60964333, 60964562)	1.4444444444444444	0.0	1.4	1.4	1.0317460317460319	1.9129662260969458
20946	[60965024, 60965202)	1.6363636363636365	1.4545454545454546	1.2	2.6545454545454543	0.6164383561643837	2.1671365638301068
20947	[60965655, 60965989)	1.5714285714285714	0.0	1.8333333333333333	1.8333333333333333	0.8571428571428572	2.0811390811384354
20948	[60966083, 60966482)	1.7407407407407407	1.0	0.8333333333333334	1.8333333333333335	0.9494949494949494	2.3053695545270885
20949	[60966701, 60967171)	2.0526315789473686	0.75	1.25	2.0	1.0263157894736843	2.7184256897167125
20950	[60967249, 60967378)	1.9166666666666667	1.5	1.8	3.3	0.5808080808080809	2.5383590307824857
20951	[60967908, 60968461)	1.3863636363636365	1.0	0.6	1.6	0.8664772727272727	1.8360462554671737
20952	[60968546, 60968634)	4.833333333333333	1.1666666666666667	0.6666666666666666	1.8333333333333335	2.636363636363636	6.401079295016703
20953	[60968791, 60968958)	2.473684210526316	0.42857142857142855	1.6666666666666667	2.0952380952380953	1.180622009569378	3.276051472222705
20954	[60969055, 60969165)	2.6	1.5	1.4	2.9	0.896551724137931	3.443339206974503
20955	[60969256, 60970161)	2.197530864197531	0.8	4.25	5.05	0.4351546265737685	2.910324685856892
20956	[60970657, 60970814)	1.8333333333333333	0.4	0.5	0.9	2.0370370370370368	2.427995594661508
20957	[60970919, 60971123)	1.380952380952381	0.0	0.8181818181818182	0.8181818181818182	1.6878306878306877	1.8288797985762009
20958	[60971497, 60971700)	1.7333333333333334	0.0	0.6	0.6	2.8888888888888893	2.295559471316335
20959	[60971797, 60971870)	2.0	0.5	1.0	1.5	1.3333333333333333	2.6487224669034632
20960	[60972342, 60972529)	1.5	0.5	0.8	1.3	1.1538461538461537	1.9865418501775975
20961	[60973088, 60973338)	2.1923076923076925	0.4	1.0	1.4	1.5659340659340661	2.903407319490335
20962	[60973618, 60973966)	1.6521739130434783	1.875	1.0	2.875	0.5746691871455577	2.188075081355035
20963	[60974143, 60974337)	1.6153846153846154	0.0	0.875	0.875	1.8461538461538463	2.1393527617297203
20964	[60974656, 60975106)	1.4390243902439024	0.8	0.8	1.6	0.8993902439024389	1.9057881164305408
20965	[60975197, 60975495)	2.0454545454545454	0.5	0.4	0.9	2.2727272727272725	2.708920704787633
20966	[60975624, 60976973)	1.6415094339622642	0.0	0.375	0.375	4.377358490566038	2.1739514586849182
20967	[60977071, 60977275)	1.4444444444444444	0.2857142857142857	0.5	0.7857142857142857	1.8383838383838385	1.9129662260969458
20968	[60977400, 60977469)	3.5	0.0	3.6666666666666665	3.6666666666666665	0.9545454545454546	4.635264317081061
20969	[60977552, 60977640)	2.125	7.0	1.0	8.0	0.265625	2.81426762108493
20970	[60977972, 60978321)	2.2058823529411766	3.2	0.8	4.0	0.5514705882352942	2.921385073790585
20971	[60978442, 60978888)	3.909090909090909	0.0	0.3333333333333333	0.3333333333333333	11.727272727272728	5.177048458038588
20972	[60979260, 60979524)	2.0	1.75	0.125	1.875	1.0666666666666667	2.6487224669034632
20973	[60979742, 60980342)	1.6590909090909092	0.0	4.666666666666667	4.666666666666667	0.3555194805194805	2.1972356827721913
20974	[60980483, 60980803)	1.7692307692307692	10.0	1.3333333333333333	11.333333333333334	0.15610859728506785	2.3431006437992177
20975	[60980889, 60981050)	1.8571428571428572	1.0	1.4285714285714286	2.428571428571429	0.7647058823529411	2.4595280049817876
20976	[60982146, 60982264)	2.2222222222222223	1.75	1.0	2.75	0.8080808080808081	2.9430249632260708
20977	[60984293, 60984684)	2.369565217391304	0.75	1.2	1.95	1.2151616499442586	3.1381603140486685
20978	[60984790, 60985442)	2.0757575757575757	0.5	0.5	1.0	2.0757575757575757	2.7490528633770794
20979	[60985876, 60985980)	2.25	0.25	0.5714285714285714	0.8214285714285714	2.739130434782609	2.9798127752663963
20980	[60986615, 60986935)	1.5555555555555556	0.7777777777777778	0.4	1.1777777777777778	1.320754716981132	2.0601174742582495
20981	[60987107, 60987579)	1.4634146341463414	0.0	0.75	0.75	1.951219512195122	1.9380896099293634
20982	[60988312, 60988464)	2.0	0.0	0.9090909090909091	0.9090909090909091	2.2	2.6487224669034632
20983	[60989185, 60989354)	5.0	2.0	1.0	3.0	1.6666666666666667	6.621806167258659
20984	[60989508, 60989670)	1.5	0.75	1.5	2.25	0.6666666666666666	1.9865418501775975
20985	[60989855, 60990131)	2.6666666666666665	0.6	1.3333333333333333	1.9333333333333331	1.3793103448275863	3.5316299558712845
20986	[60990707, 60990773)	2.3333333333333335	1.1666666666666667	0.2857142857142857	1.4523809523809526	1.6065573770491803	3.0901762113873743
20987	[60991307, 60991441)	1.4444444444444444	0.5714285714285714	3.0	3.571428571428571	0.40444444444444444	1.9129662260969458
20988	[60992109, 60992175)	3.0	0.0	3.0	3.0	1.0	3.973083700355195
20989	[60992259, 60992497)	2.15	0.5	1.2857142857142858	1.7857142857142858	1.204	2.847376651921223
20990	[60992684, 60993430)	2.0	0.5	0.6666666666666666	1.1666666666666665	1.7142857142857144	2.6487224669034632
20991	[60993593, 60994084)	1.7272727272727273	0.0	0.4	0.4	4.318181818181818	2.2875330395984457
20992	[60994185, 60994503)	2.4347826086956523	0.0	2.25	2.25	1.0821256038647344	3.2245316988389994
20993	[60994618, 60995125)	1.9047619047619047	2.6666666666666665	2.0833333333333335	4.75	0.40100250626566414	2.522592825622346
20994	[60995258, 60995651)	1.558139534883721	2.1666666666666665	0.125	2.2916666666666665	0.6799154334038056	2.0635395963085124
20995	[60995898, 60996756)	1.721311475409836	0.0	0.8181818181818182	0.8181818181818182	2.1038251366120218	2.2796381887283905
20996	[60997062, 60997530)	1.8333333333333333	1.5	1.0	2.5	0.7333333333333333	2.427995594661508
20997	[60997988, 60998240)	1.7058823529411764	0.0	0.8571428571428571	0.8571428571428571	1.9901960784313726	2.259204457064719
20998	[60998858, 60999202)	1.75	1.0	0.3333333333333333	1.3333333333333333	1.3125	2.3176321585405306
20999	[60999657, 60999807)	2.25	0.5	1.0	1.5	1.5	2.9798127752663963
21000	[61000377, 61000584)	1.3076923076923077	0.0	0.5	0.5	2.6153846153846154	1.731856997590726
21001	[61000833, 61000897)	1.6	0.8	0.8	1.6	1.0	2.118977973522771
21002	[61001081, 61001392)	2.142857142857143	0.5384615384615384	1.5555555555555556	2.094017094017094	1.0233236151603498	2.8379169288251394
21003	[61001655, 61001863)	2.789473684210526	0.8	0.25	1.05	2.6566416040100247	3.694270809102199
21004	[61001967, 61002251)	2.142857142857143	0.0	1.5	1.5	1.4285714285714286	2.8379169288251394
21005	[61003196, 61003596)	1.6129032258064515	0.0	0.6666666666666666	0.6666666666666666	2.4193548387096775	2.136066505567309
21006	[61003837, 61003900)	1.2857142857142858	0.0	5.0	5.0	0.2571428571428572	1.7027501572950838
21007	[61004347, 61004548)	2.4166666666666665	0.5	0.5714285714285714	1.0714285714285714	2.2555555555555555	3.2005396475083514
21008	[61004826, 61004938)	2.0	0.6666666666666666	1.6	2.2666666666666666	0.8823529411764706	2.6487224669034632
21009	[61005022, 61005344)	1.28	0.6666666666666666	2.0	2.6666666666666665	0.48000000000000004	1.6951823788182168
21010	[61005660, 61005851)	1.7083333333333333	0.5	0.0	0.5	3.4166666666666665	2.2624504404800416
21011	[61006275, 61006432)	1.625	0.5	0.625	1.125	1.4444444444444444	2.152087004359064
21012	[61007327, 61008009)	2.1805555555555554	0.6666666666666666	0.38461538461538464	1.0512820512820513	2.0741869918699183	2.8878432451655813
21013	[61008142, 61008355)	2.9047619047619047	0.0	0.2857142857142857	0.2857142857142857	10.166666666666666	3.846954059074078
21014	[61008456, 61008524)	3.25	0.0	1.6666666666666667	1.6666666666666667	1.95	4.304174008718128
21015	[61009264, 61009661)	1.3888888888888888	0.0	0.8888888888888888	0.8888888888888888	1.5625	1.839390602016294
21016	[61009982, 61010506)	2.235294117647059	0.3333333333333333	3.8	4.133333333333333	0.5407969639468692	2.9603368747744594
21017	[61010596, 61010742)	1.5833333333333333	2.75	0.6	3.35	0.47263681592039797	2.096905286298575
21018	[61011062, 61011156)	1.8333333333333333	0.6	1.0	1.6	1.1458333333333333	2.427995594661508
21019	[61011238, 61011543)	1.6666666666666667	1.0	1.6666666666666667	2.666666666666667	0.625	2.207268722419553
21020	[61011733, 61012725)	2.909090909090909	0.6666666666666666	1.2857142857142858	1.9523809523809526	1.4900221729490022	3.852687224586856
21021	[61013227, 61013283)	5.0	2.25	3.0	5.25	0.9523809523809523	6.621806167258659
21022	[61013482, 61013804)	1.8620689655172413	2.857142857142857	4.142857142857143	7.0	0.2660098522167488	2.466051951944604
21023	[61013898, 61013991)	4.75	4.571428571428571	0.6	5.171428571428571	0.9185082872928177	6.290715858895726
21024	[61014367, 61014653)	1.9090909090909092	2.1333333333333333	4.166666666666667	6.300000000000001	0.303030303030303	2.5283259911351244
21025	[61014754, 61015231)	1.7647058823529411	1.0	0.6666666666666666	1.6666666666666665	1.0588235294117647	2.3371080590324675
21026	[61015317, 61015418)	2.8	1.3333333333333333	1.4285714285714286	2.761904761904762	1.013793103448276	3.7082114536648487
21027	[61015545, 61015712)	1.1	1.2	2.4	3.5999999999999996	0.30555555555555564	1.456797356796905
21028	[61015821, 61015961)	1.7777777777777777	0.0	0.2857142857142857	0.2857142857142857	6.222222222222222	2.354419970580856
21029	[61017835, 61018305)	2.5	0.5714285714285714	0.5	1.0714285714285714	2.3333333333333335	3.3109030836293294
21030	[61018483, 61018660)	1.4210526315789473	0.6666666666666666	0.2222222222222222	0.8888888888888888	1.598684210526316	1.881987015957724
21031	[61018972, 61019361)	2.1875	1.0	0.5	1.5	1.4583333333333333	2.897040198175663
21032	[61019479, 61019991)	1.5686274509803921	0.2	0.6666666666666666	0.8666666666666667	1.8099547511312217	2.077429385806638
21033	[61020091, 61020154)	4.5	0.6666666666666666	1.0	1.6666666666666665	2.7	5.959625550532793
21034	[61020315, 61020438)	1.4444444444444444	1.0	1.5714285714285714	2.571428571428571	0.5617283950617284	1.9129662260969458
21035	[61020924, 61021213)	3.1739130434782608	0.0	2.2	2.2	1.442687747035573	4.203407393129409
21036	[61022157, 61022708)	2.0208333333333335	0.5454545454545454	2.0	2.5454545454545454	0.7938988095238096	2.676313325933708
21037	[61023231, 61023550)	1.6538461538461537	0.3	2.25	2.55	0.6485671191553545	2.1902897322470944
21038	[61023674, 61023874)	1.2666666666666666	0.5	0.5	1.0	1.2666666666666666	1.6775242290388601
21039	[61023988, 61024097)	2.5	0.3333333333333333	0.7142857142857143	1.0476190476190477	2.3863636363636362	3.3109030836293294
21040	[61024929, 61025046)	1.4285714285714286	0.7142857142857143	1.9	2.6142857142857143	0.546448087431694	1.8919446192167597
21041	[61025390, 61026334)	2.1012658227848102	1.4	3.0	4.4	0.47756041426927504	2.7828349968732593
21042	[61026687, 61026792)	1.5	0.25	1.0	1.25	1.2	1.9865418501775975
21043	[61027052, 61027403)	1.7826086956521738	0.4	0.16666666666666666	0.5666666666666667	3.145780051150895	2.3608178509356956
21044	[61027631, 61027867)	2.0	0.3333333333333333	0.2	0.5333333333333333	3.75	2.6487224669034632
21045	[61028764, 61029241)	2.4594594594594597	0.0	1.6666666666666667	1.6666666666666667	1.4756756756756757	3.2572127633542594
21046	[61029777, 61030136)	1.6206896551724137	0.8181818181818182	0.6	1.4181818181818182	1.1427939876215738	2.1463785507666
21047	[61030221, 61030329)	2.2857142857142856	0.4	1.5	1.9	1.2030075187969924	3.027111390746815
21048	[61030443, 61030694)	1.631578947368421	0.0	1.0	1.0	1.631578947368421	2.1607999072107202
21049	[61030833, 61031118)	1.76	0.0	0.625	0.625	2.816	2.330875770875048
21050	[61031449, 61031584)	2.5	1.0	0.6923076923076923	1.6923076923076923	1.4772727272727273	3.3109030836293294
21051	[61031733, 61031986)	1.8125	1.1	1.5	2.6	0.6971153846153846	2.400404735631264
21052	[61032256, 61033660)	1.9047619047619047	0.5	9.5	10.0	0.19047619047619047	2.522592825622346
21053	[61033755, 61033871)	3.3	2.0	0.4444444444444444	2.4444444444444446	1.3499999999999999	4.370392070390714
21054	[61034399, 61034492)	2.75	0.3333333333333333	0.25	0.5833333333333333	4.714285714285715	3.6419933919922625
21055	[61034772, 61035190)	2.823529411764706	0.2	1.1666666666666667	1.3666666666666667	2.065997130559541	3.739372894451949
21056	[61035290, 61035590)	1.56	1.1666666666666667	1.8571428571428572	3.0238095238095237	0.5159055118110236	2.0660035241847017
21057	[61036528, 61036643)	2.8461538461538463	1.7142857142857142	5.125	6.839285714285714	0.41614782084755975	3.769335818285698
21058	[61036742, 61036799)	1.6666666666666667	5.571428571428571	2.5	8.071428571428571	0.2064896755162242	2.207268722419553
21059	[61037225, 61037977)	2.2096774193548385	0.5	0.9	1.4	1.5783410138248848	2.926411112627213
21060	[61038184, 61038291)	2.5	0.0	0.625	0.625	4.0	3.3109030836293294
21061	[61038397, 61038496)	2.4	0.16666666666666666	1.875	2.0416666666666665	1.1755102040816328	3.178466960284156
21062	[61038931, 61038995)	3.6	0.2857142857142857	0.6666666666666666	0.9523809523809523	3.7800000000000002	4.767700440426235
21063	[61039227, 61039284)	2.6	2.3333333333333335	1.6	3.9333333333333336	0.6610169491525424	3.443339206974503
21064	[61039381, 61039836)	3.342857142857143	1.6666666666666667	1.0	2.666666666666667	1.2535714285714286	4.427150408967218
21065	[61039915, 61040061)	3.2142857142857144	0.75	3.0	3.75	0.8571428571428572	4.256875393237709
21066	[61040160, 61040252)	0.8571428571428571	3.5	1.6666666666666667	5.166666666666667	0.1658986175115207	1.1351667715300557
21067	[61040512, 61040612)	2.6666666666666665	0.5	0.6	1.1	2.424242424242424	3.5316299558712845
21068	[61040714, 61040874)	1.6363636363636365	0.25	1.8333333333333333	2.083333333333333	0.7854545454545456	2.1671365638301068
21069	[61041118, 61041845)	2.169230769230769	0.0	0.6666666666666666	0.6666666666666666	3.253846153846154	2.87284513717991
21070	[61041963, 61042470)	1.392156862745098	0.5	0.7142857142857143	1.2142857142857144	1.1464821222606687	1.843718579903391
21071	[61042935, 61043273)	2.6666666666666665	0.375	1.75	2.125	1.2549019607843137	3.5316299558712845
21072	[61043432, 61043843)	2.3666666666666667	1.5	1.75	3.25	0.7282051282051282	3.134321585835765
21073	[61043937, 61044026)	0.75	2.0	2.5	4.5	0.16666666666666666	0.9932709250887988
21074	[61044112, 61044199)	1.75	2.0	0.5	2.5	0.7	2.3176321585405306
21075	[61044315, 61044393)	2.5714285714285716	0.0	0.8	0.8	3.2142857142857144	3.4055003145901677
21076	[61045094, 61045569)	2.522727272727273	1.125	1.2857142857142858	2.4107142857142856	1.0464646464646465	3.3410022025714143
21077	[61046502, 61046993)	2.108108108108108	0.4	0.375	0.775	2.7201394943330426	2.7918966543036503
21078	[61047224, 61048617)	2.0520833333333335	0.9	0.6666666666666666	1.5666666666666667	1.309840425531915	2.717699614479075
21079	[61048869, 61049250)	2.0	0.0	1.5	1.5	1.3333333333333333	2.6487224669034632
21080	[61049346, 61049491)	1.0	1.6	1.3333333333333333	2.9333333333333336	0.3409090909090909	1.3243612334517316
21081	[61049593, 61049988)	1.9696969696969697	0.5	2.25	2.75	0.7162534435261708	2.608590308314017
21082	[61050134, 61050218)	1.7142857142857142	0.8	0.6666666666666666	1.4666666666666668	1.1688311688311688	2.2703335430601115
21083	[61050303, 61050423)	2.142857142857143	1.3333333333333333	1.2222222222222223	2.5555555555555554	0.8385093167701864	2.8379169288251394
21084	[61051482, 61051727)	2.04	0.1111111111111111	7.0	7.111111111111111	0.28687500000000005	2.701696916241533
21085	[61051824, 61051911)	2.75	6.0	2.5	8.5	0.3235294117647059	3.6419933919922625
21086	[61051993, 61052292)	1.9090909090909092	4.0	1.5	5.5	0.34710743801652894	2.5283259911351244
21087	[61052384, 61052444)	1.0	1.6666666666666667	0.375	2.041666666666667	0.48979591836734687	1.3243612334517316
21088	[61052587, 61052671)	1.8	0.16666666666666666	0.8333333333333334	1.0	1.8	2.3838502202131173
21089	[61052921, 61053143)	1.9583333333333333	0.36363636363636365	2.75	3.1136363636363638	0.6289537712895377	2.5935407488429747
21090	[61053225, 61053578)	2.1666666666666665	4.5	2.0	6.5	0.3333333333333333	2.8694493391454188
21091	[61053703, 61054046)	2.5652173913043477	5.0	0.375	5.375	0.47724974721941354	3.3972744684196594
21092	[61054190, 61054520)	2.0285714285714285	0.3333333333333333	0.5454545454545454	0.8787878787878787	2.3083743842364535	2.6865613592877984
21093	[61055657, 61055795)	2.4444444444444446	0.6666666666666666	1.0	1.6666666666666665	1.466666666666667	3.237327459548678
21094	[61055880, 61056410)	2.5869565217391304	0.5	0.75	1.25	2.0695652173913044	3.4260649300164365
21095	[61056513, 61056637)	2.2	0.0	2.25	2.25	0.9777777777777779	2.91359471359381
21096	[61057372, 61057588)	2.142857142857143	0.16666666666666666	0.75	0.9166666666666666	2.3376623376623376	2.8379169288251394
21097	[61058327, 61059247)	1.9473684210526316	1.4	2.0	3.4	0.5727554179566564	2.5790192440902144
21098	[61059555, 61059632)	3.0	1.75	0.4	2.15	1.3953488372093024	3.973083700355195
21099	[61059734, 61060495)	2.4375	0.0	1.3636363636363635	1.3636363636363635	1.7875	3.228130506538596
21100	[61060908, 61061849)	1.8461538461538463	2.0	0.8333333333333334	2.8333333333333335	0.6515837104072398	2.4449745848339663
