	ranges_bin	norm_signal	pre_signal	post_signal	surround_signal	enrichment_factor1	enrichment_factor2
2437	[10973787, 10973860)	2.3333333333333335	0.3333333333333333	1.1	1.4333333333333333	1.627906976744186	3.0901762113873743
2438	[10973954, 10974097)	1.5	0.7777777777777778	3.5	4.277777777777778	0.35064935064935066	1.9865418501775975
2439	[10974212, 10974331)	1.9090909090909092	0.0	0.5	0.5	3.8181818181818183	2.5283259911351244
2440	[10975038, 10975233)	2.3125	0.0	0.6	0.6	3.854166666666667	3.0625853523571296
2441	[10976245, 10976482)	2.3181818181818183	1.5	1.375	2.875	0.8063241106719368	3.070110132092651
2442	[10976578, 10977095)	1.8108108108108107	0.75	0.14285714285714285	0.8928571428571428	2.0281081081081083	2.3981676389531357
2443	[10977462, 10977788)	2.3333333333333335	0.0	0.125	0.125	18.666666666666668	3.0901762113873743
2444	[10980794, 10980948)	1.8571428571428572	1.5	1.0	2.5	0.7428571428571429	2.4595280049817876
2445	[10981090, 10981172)	2.0833333333333335	0.6	0.7777777777777778	1.3777777777777778	1.5120967741935485	2.7590859030244412
2446	[10982943, 10983682)	1.4545454545454546	0.3333333333333333	2.3333333333333335	2.666666666666667	0.5454545454545454	1.926343612293428
2447	[10983810, 10984253)	1.5714285714285714	0.0	1.6	1.6	0.9821428571428571	2.0811390811384354
2448	[10986496, 10986621)	1.8571428571428572	0.3333333333333333	0.5	0.8333333333333333	2.2285714285714286	2.4595280049817876
2449	[10987859, 10988094)	2.125	1.1666666666666667	0.45454545454545453	1.6212121212121213	1.3107476635514017	2.81426762108493
2450	[10989745, 10989928)	1.5833333333333333	0.2	2.3333333333333335	2.5333333333333337	0.6249999999999999	2.096905286298575
2451	[10991557, 10991774)	1.7222222222222223	1.0	0.8571428571428571	1.8571428571428572	0.9273504273504274	2.2808443465002046
2452	[10992507, 10992594)	2.875	0.0	0.16666666666666666	0.16666666666666666	17.25	3.8075385461737286
2453	[10992779, 10992914)	1.3636363636363635	0.0	1.75	1.75	0.7792207792207791	1.8059471365250885
2454	[10998911, 10999051)	1.8333333333333333	0.0	4.0	4.0	0.4583333333333333	2.427995594661508
2455	[10999563, 10999693)	1.75	1.0909090909090908	1.6666666666666667	2.757575757575758	0.6346153846153846	2.3176321585405306
2456	[11000058, 11000218)	1.411764705882353	1.0	2.25	3.25	0.4343891402714932	1.8696864472259744
2457	[11004387, 11004570)	2.5	0.5	0.4	0.9	2.7777777777777777	3.3109030836293294
2458	[11005144, 11005203)	0.6666666666666666	1.4	1.1666666666666667	2.5666666666666664	0.25974025974025977	0.8829074889678211
2459	[11006147, 11006291)	1.75	0.6666666666666666	0.7142857142857143	1.380952380952381	1.2672413793103448	2.3176321585405306
2460	[11010368, 11010527)	2.076923076923077	0.6666666666666666	0.5	1.1666666666666665	1.7802197802197806	2.7505964079382124
2461	[11012702, 11012887)	2.533333333333333	0.3333333333333333	0.8461538461538461	1.1794871794871795	2.1478260869565218	3.3550484580777202
2462	[11015214, 11015293)	2.6	0.25	1.4	1.65	1.575757575757576	3.443339206974503
2463	[11016356, 11016429)	2.0	0.16666666666666666	0.8	0.9666666666666667	2.0689655172413794	2.6487224669034632
2464	[11017528, 11017636)	2.3333333333333335	0.16666666666666666	1.0	1.1666666666666667	2.0	3.0901762113873743
2465	[11018022, 11018104)	2.3333333333333335	2.0	0.3333333333333333	2.3333333333333335	1.0	3.0901762113873743
2466	[11019161, 11019578)	1.2352941176470589	1.3333333333333333	1.1111111111111112	2.4444444444444446	0.5053475935828877	1.6359756413227275
2467	[11023616, 11023780)	1.0625	0.3333333333333333	0.5	0.8333333333333333	1.2750000000000001	1.407133810542465
2468	[11024298, 11024461)	1.9230769230769231	0.16666666666666666	0.3333333333333333	0.5	3.8461538461538463	2.546848525868715
2469	[11024659, 11024982)	1.7894736842105263	0.3333333333333333	1.0	1.3333333333333333	1.342105263157895	2.369909575650467
2470	[11025058, 11025127)	1.5	0.8571428571428571	1.1666666666666667	2.0238095238095237	0.7411764705882353	1.9865418501775975
2471	[11025488, 11025655)	1.4444444444444444	0.0	5.0	5.0	0.28888888888888886	1.9129662260969458
2472	[11027921, 11027997)	1.6666666666666667	2.25	0.7142857142857143	2.9642857142857144	0.5622489959839357	2.207268722419553
2473	[11028468, 11028551)	2.6	0.0	1.3333333333333333	1.3333333333333333	1.9500000000000002	3.443339206974503
2474	[11029385, 11029440)	2.0	0.75	0.5	1.25	1.6	2.6487224669034632
2475	[11030801, 11030948)	1.8125	0.0	0.6	0.6	3.0208333333333335	2.400404735631264
2476	[11033667, 11033755)	1.3636363636363635	0.0	2.5	2.5	0.5454545454545454	1.8059471365250885
2477	[11035430, 11035802)	1.53125	0.2	1.375	1.575	0.9722222222222222	2.0279281387229644
2478	[11039295, 11039488)	1.4	0.0	1.25	1.25	1.1199999999999999	1.8541057268324244
2479	[11039639, 11039698)	4.0	1.0	0.875	1.875	2.1333333333333333	5.2974449338069265
2480	[11040077, 11040445)	3.64	0.0	0.25	0.25	14.56	4.8206748897643035
2481	[11040724, 11040791)	1.6	0.5	1.4	1.9	0.8421052631578948	2.118977973522771
2482	[11041580, 11041647)	1.5	0.6666666666666666	1.3333333333333333	2.0	0.75	1.9865418501775975
2483	[11044210, 11044263)	2.5	0.0	2.2	2.2	1.1363636363636362	3.3109030836293294
2484	[11044383, 11044473)	2.111111111111111	2.2	0.6	2.8000000000000003	0.753968253968254	2.7958737150647672
2485	[11044551, 11044677)	2.3	2.1666666666666665	0.4	2.5666666666666664	0.8961038961038961	3.0460308369389826
2486	[11046225, 11046336)	1.5	1.4285714285714286	0.75	2.178571428571429	0.6885245901639343	1.9865418501775975
2487	[11047781, 11047888)	1.6666666666666667	0.0	1.0	1.0	1.6666666666666667	2.207268722419553
2488	[11047968, 11048153)	2.090909090909091	0.25	1.8888888888888888	2.138888888888889	0.9775678866587957	2.7691189426718026
2489	[11049289, 11049541)	3.3	0.0	0.3333333333333333	0.3333333333333333	9.9	4.370392070390714
2490	[11049774, 11049850)	3.2222222222222223	1.6	1.5	3.1	1.039426523297491	4.267386196677802
2491	[11050544, 11050832)	2.28125	0.2	0.6363636363636364	0.8363636363636364	2.7275815217391304	3.021199063811763
2492	[11051324, 11051480)	2.4705882352941178	0.0	9.0	9.0	0.27450980392156865	3.271951282645455
2493	[11053387, 11053650)	2.6	1.6923076923076923	2.6	4.292307692307692	0.6057347670250897	3.443339206974503
2494	[11053793, 11053928)	1.8333333333333333	2.25	0.6666666666666666	2.9166666666666665	0.6285714285714286	2.427995594661508
2495	[11055712, 11056023)	2.0454545454545454	2.3333333333333335	3.0	5.333333333333334	0.38352272727272724	2.708920704787633
2496	[11056383, 11056488)	2.6666666666666665	0.0	0.25	0.25	10.666666666666666	3.5316299558712845
2497	[11059575, 11059916)	1.6666666666666667	1.0	1.25	2.25	0.7407407407407408	2.207268722419553
2498	[11060885, 11061052)	1.3846153846153846	0.25	1.5	1.75	0.7912087912087912	1.8337309386254748
2499	[11065192, 11065315)	2.6153846153846154	1.0	0.2	1.2	2.1794871794871797	3.463713995181452
2500	[11065449, 11065585)	0.6666666666666666	4.25	1.75	6.0	0.1111111111111111	0.8829074889678211
2501	[11066281, 11066364)	2.0	0.0	1.0	1.0	2.0	2.6487224669034632
2502	[11066739, 11067285)	1.2826086956521738	0.0	4.25	4.25	0.30179028132992325	1.6986372342098297
2503	[11067990, 11068218)	1.5	1.25	0.8	2.05	0.7317073170731708	1.9865418501775975
2504	[11069923, 11070110)	2.111111111111111	0.0	0.8571428571428571	0.8571428571428571	2.4629629629629632	2.7958737150647672
2505	[11070911, 11070970)	1.2	1.0	1.6	2.6	0.4615384615384615	1.589233480142078
2506	[11075173, 11075270)	1.4285714285714286	0.6666666666666666	0.8888888888888888	1.5555555555555554	0.9183673469387756	1.8919446192167597
2507	[11075629, 11075752)	1.8181818181818181	1.0	0.75	1.75	1.0389610389610389	2.407929515366785
2508	[11076274, 11076501)	2.2941176470588234	0.0	0.4444444444444444	0.4444444444444444	5.161764705882353	3.038240476742208
2509	[11076612, 11076920)	1.76	0.42857142857142855	0.7777777777777778	1.2063492063492063	1.4589473684210528	2.330875770875048
2510	[11078275, 11078381)	1.2857142857142858	0.7142857142857143	1.8333333333333333	2.5476190476190474	0.5046728971962617	1.7027501572950838
2511	[11079436, 11079519)	2.2	0.0	0.16666666666666666	0.16666666666666666	13.200000000000001	2.91359471359381
2512	[11082165, 11082373)	1.3529411764705883	0.0	0.9	0.9	1.5032679738562091	1.7917828452582254
2513	[11082543, 11082622)	1.8	0.4	0.6	1.0	1.8	2.3838502202131173
2514	[11084125, 11084245)	1.75	0.2	2.5	2.7	0.6481481481481481	2.3176321585405306
2515	[11084322, 11084642)	1.7307692307692308	4.0	0.6428571428571429	4.642857142857143	0.37278106508875736	2.2921636732818436
2516	[11087493, 11087851)	1.55	0.0	1.0	1.0	1.55	2.0527599118501842
2517	[11090646, 11090734)	2.2	0.75	2.0	2.75	0.8	2.91359471359381
2518	[11091842, 11091955)	2.3	0.25	1.0	1.25	1.8399999999999999	3.0460308369389826
2519	[11092272, 11092767)	1.3863636363636365	1.2857142857142858	1.0	2.2857142857142856	0.6065340909090909	1.8360462554671737
2520	[11094287, 11094377)	1.8333333333333333	1.1111111111111112	1.0	2.111111111111111	0.8684210526315789	2.427995594661508
2521	[11097513, 11098175)	2.037037037037037	0.3333333333333333	1.0	1.3333333333333333	1.527777777777778	2.6977728829572314
2522	[11098524, 11098708)	3.1818181818181817	0.0	0.7142857142857143	0.7142857142857143	4.454545454545454	4.213876651891874
2523	[11099068, 11099134)	4.5	0.0	0.3333333333333333	0.3333333333333333	13.5	5.959625550532793
2524	[11100958, 11101104)	2.272727272727273	1.0	0.5	1.5	1.5151515151515154	3.0099118942084813
2525	[11101591, 11101737)	1.8571428571428572	0.3333333333333333	1.4444444444444444	1.7777777777777777	1.0446428571428572	2.4595280049817876
2526	[11102698, 11102820)	2.090909090909091	0.0	0.3333333333333333	0.3333333333333333	6.2727272727272725	2.7691189426718026
2527	[11103112, 11103193)	2.0	1.3333333333333333	0.6666666666666666	2.0	1.0	2.6487224669034632
2528	[11104448, 11105088)	1.8596491228070176	1.0	2.0	3.0	0.6198830409356725	2.462847206068133
2529	[11109372, 11109459)	2.2857142857142856	0.8333333333333334	1.25	2.0833333333333335	1.097142857142857	3.027111390746815
2530	[11111235, 11111407)	2.0625	0.3333333333333333	1.0	1.3333333333333333	1.546875	2.7314950439941965
2531	[11111583, 11111727)	2.272727272727273	0.0	1.6666666666666667	1.6666666666666667	1.3636363636363638	3.0099118942084813
2532	[11112326, 11112405)	6.142857142857143	1.3333333333333333	0.4	1.7333333333333334	3.5439560439560442	8.135361862632067
2533	[11112885, 11112935)	1.5	1.0	4.25	5.25	0.2857142857142857	1.9865418501775975
2534	[11113128, 11113349)	2.6470588235294117	0.0	0.4444444444444444	0.4444444444444444	5.955882352941177	3.5056620885487018
2535	[11119397, 11119614)	1.411764705882353	0.2	2.0	2.2	0.6417112299465241	1.8696864472259744
2536	[11119951, 11120175)	2.1666666666666665	0.0	1.4	1.4	1.5476190476190477	2.8694493391454188
2537	[11122253, 11122326)	3.0	0.0	0.3333333333333333	0.3333333333333333	9.0	3.973083700355195
2538	[11126887, 11127237)	1.7142857142857142	0.0	1.2222222222222223	1.2222222222222223	1.4025974025974024	2.2703335430601115
2539	[11129563, 11129842)	2.3	1.8	0.8571428571428571	2.657142857142857	0.8655913978494624	3.0460308369389826
2540	[11130325, 11130514)	1.4615384615384615	0.6	6.2	6.8	0.21493212669683256	1.9356048796602232
2541	[11130632, 11130728)	2.0	0.0	1.4	1.4	1.4285714285714286	2.6487224669034632
2542	[11130805, 11130963)	1.7777777777777777	0.6666666666666666	0.2	0.8666666666666667	2.051282051282051	2.354419970580856
2543	[11135883, 11135945)	4.0	0.0	0.25	0.25	16.0	5.2974449338069265
2544	[11142529, 11142726)	1.6428571428571428	0.0	0.6	0.6	2.738095238095238	2.1757363120992737
2545	[11144624, 11144726)	2.6666666666666665	0.0	0.5714285714285714	0.5714285714285714	4.666666666666667	3.5316299558712845
2546	[11144935, 11145316)	1.8333333333333333	0.0	1.3333333333333333	1.3333333333333333	1.375	2.427995594661508
2547	[11145417, 11145512)	4.8	0.0	0.25	0.25	19.2	6.356933920568312
2548	[11158753, 11158806)	1.4285714285714286	0.16666666666666666	1.3333333333333333	1.5	0.9523809523809524	1.8919446192167597
2549	[11158927, 11159043)	1.5714285714285714	2.0	1.0	3.0	0.5238095238095238	2.0811390811384354
2550	[11166645, 11166749)	1.5	0.0	1.25	1.25	1.2	1.9865418501775975
2551	[11197923, 11198183)	1.75	0.25	1.1666666666666667	1.4166666666666667	1.2352941176470587	2.3176321585405306
2552	[11200405, 11200558)	1.8888888888888888	0.16666666666666666	0.5	0.6666666666666666	2.8333333333333335	2.5015712187421597
2553	[11204915, 11205566)	2.8260869565217392	1.0	2.0	3.0	0.9420289855072465	3.7427600075809813
2554	[11209035, 11209167)	2.125	0.0	0.5	0.5	4.25	2.81426762108493
2555	[11210038, 11210144)	1.8571428571428572	0.9	0.8	1.7000000000000002	1.0924369747899159	2.4595280049817876
2556	[11210890, 11211709)	2.2131147540983607	1.0	0.5	1.5	1.4754098360655739	2.930963385507931
2557	[11212565, 11213133)	1.3035714285714286	0.0	0.25	0.25	5.214285714285714	1.7263994650352932
2558	[11214212, 11214565)	1.5925925925925926	1.0	2.3333333333333335	3.3333333333333335	0.47777777777777775	2.1091678903120172
2559	[11214684, 11215044)	2.2857142857142856	2.0	3.2	5.2	0.4395604395604395	3.027111390746815
2560	[11216285, 11216446)	1.375	0.1111111111111111	1.6666666666666667	1.777777777777778	0.7734375	1.8209966959961312
2561	[11216753, 11217061)	2.761904761904762	0.5	0.6666666666666666	1.1666666666666665	2.3673469387755106	3.6577595971524017
2562	[11217204, 11218013)	2.574074074074074	0.3333333333333333	1.0	1.3333333333333333	1.9305555555555556	3.409003915736865
2563	[11221604, 11221926)	1.5	1.0909090909090908	0.8	1.8909090909090909	0.7932692307692308	1.9865418501775975
2564	[11223312, 11223391)	2.6666666666666665	0.5	1.0	1.5	1.7777777777777777	3.5316299558712845
2565	[11224816, 11224870)	3.75	0.75	0.8571428571428571	1.6071428571428572	2.333333333333333	4.966354625443994
2566	[11225913, 11226081)	1.625	1.3333333333333333	2.5	3.833333333333333	0.4239130434782609	2.152087004359064
2567	[11226195, 11226255)	2.75	0.0	1.2	1.2	2.291666666666667	3.6419933919922625
2568	[11226442, 11226504)	0.8333333333333334	1.2727272727272727	2.3333333333333335	3.6060606060606064	0.2310924369747899	1.1036343612097765
2569	[11226598, 11226686)	1.75	0.5	1.5714285714285714	2.071428571428571	0.8448275862068967	2.3176321585405306
2570	[11226771, 11227059)	1.9285714285714286	0.2	2.0	2.2	0.8766233766233765	2.5541252359426254
2571	[11227477, 11227528)	2.0	0.0	0.6666666666666666	0.6666666666666666	3.0	2.6487224669034632
2572	[11232222, 11232335)	3.0	0.6666666666666666	1.0	1.6666666666666665	1.8000000000000003	3.973083700355195
2573	[11232413, 11232583)	1.3125	1.0	3.5	4.5	0.2916666666666667	1.738224118905398
2574	[11233471, 11233593)	1.4545454545454546	0.16666666666666666	0.3333333333333333	0.5	2.909090909090909	1.926343612293428
2575	[11234376, 11234568)	1.3529411764705883	0.6666666666666666	0.5	1.1666666666666665	1.1596638655462188	1.7917828452582254
2576	[11234869, 11235203)	1.76	0.5714285714285714	0.7142857142857143	1.2857142857142856	1.368888888888889	2.330875770875048
2577	[11235694, 11235799)	1.8888888888888888	0.0	0.3333333333333333	0.3333333333333333	5.666666666666667	2.5015712187421597
2578	[11236666, 11236748)	2.1666666666666665	0.0	1.2857142857142858	1.2857142857142858	1.685185185185185	2.8694493391454188
2579	[11239208, 11239369)	1.9090909090909092	1.4	0.6	2.0	0.9545454545454546	2.5283259911351244
2580	[11240072, 11240528)	2.391304347826087	1.5625	1.0	2.5625	0.9331919406150583	3.1669507756454456
2581	[11298123, 11298203)	2.0	0.0	2.25	2.25	0.8888888888888888	2.6487224669034632
2582	[11314018, 11314072)	1.6666666666666667	0.2	2.25	2.45	0.6802721088435374	2.207268722419553
2583	[11314648, 11314722)	1.75	1.0	1.0	2.0	0.875	2.3176321585405306
2584	[11323227, 11323347)	2.1666666666666665	0.5	0.8181818181818182	1.3181818181818183	1.6436781609195399	2.8694493391454188
2585	[11323526, 11323683)	1.1	0.1111111111111111	1.2727272727272727	1.3838383838383839	0.7948905109489052	1.456797356796905
2586	[11326465, 11327065)	1.6341463414634145	0.4	1.3	1.7000000000000002	0.9612625538020084	2.1642000644211223
2587	[11327438, 11327502)	0.25	1.6	1.7142857142857142	3.314285714285714	0.07543103448275863	0.3310903083629329
2588	[11329441, 11329558)	2.1666666666666665	0.0	1.4	1.4	1.5476190476190477	2.8694493391454188
2589	[11330209, 11330487)	1.8571428571428572	0.0	0.75	0.75	2.4761904761904763	2.4595280049817876
2590	[11330580, 11330650)	0.8571428571428571	0.6666666666666666	3.8	4.466666666666667	0.19189765458422173	1.1351667715300557
2591	[11330729, 11330783)	2.2	2.2	1.1428571428571428	3.342857142857143	0.6581196581196581	2.91359471359381
2592	[11333757, 11333880)	2.4166666666666665	0.0	0.42857142857142855	0.42857142857142855	5.638888888888889	3.2005396475083514
2593	[11334948, 11335017)	2.25	0.0	1.0	1.0	2.25	2.9798127752663963
2594	[11338461, 11338540)	1.0	0.0	2.4	2.4	0.4166666666666667	1.3243612334517316
2595	[11347364, 11347566)	1.5	0.3333333333333333	0.875	1.2083333333333333	1.2413793103448276	1.9865418501775975
2596	[11349125, 11349316)	2.05	0.0	0.9	0.9	2.2777777777777777	2.71494052857605
2597	[11349768, 11349871)	1.1666666666666667	1.1666666666666667	0.8333333333333334	2.0	0.5833333333333334	1.5450881056936872
2598	[11351767, 11352634)	1.989247311827957	1.2	0.7777777777777778	1.9777777777777779	1.0057992026096412	2.634482023533015
2599	[11352754, 11353065)	1.9047619047619047	0.375	0.8	1.175	1.6210739614994933	2.522592825622346
2600	[11355155, 11355412)	2.8	0.0	1.75	1.75	1.5999999999999999	3.7082114536648487
2601	[11359470, 11359784)	2.782608695652174	0.0	1.2857142857142858	1.2857142857142858	2.1642512077294684	3.6851790843874275
2602	[11363334, 11363393)	1.0	0.2	1.4285714285714286	1.6285714285714286	0.6140350877192983	1.3243612334517316
2603	[11366248, 11366370)	2.375	0.0	1.0	1.0	2.375	3.145357929447863
2604	[11366751, 11366842)	1.8571428571428572	1.2	2.5	3.7	0.5019305019305019	2.4595280049817876
2605	[11385574, 11385636)	4.0	0.8333333333333334	0.16666666666666666	1.0	4.0	5.2974449338069265
2606	[11392546, 11392619)	1.0	2.4	1.3636363636363635	3.7636363636363637	0.26570048309178745	1.3243612334517316
2607	[11392723, 11392829)	1.875	0.5	0.7142857142857143	1.2142857142857144	1.5441176470588234	2.483177312721997
2608	[11393289, 11393376)	2.111111111111111	3.6666666666666665	1.25	4.916666666666666	0.42937853107344637	2.7958737150647672
2609	[11394234, 11394393)	1.1	1.3333333333333333	1.6666666666666667	3.0	0.3666666666666667	1.456797356796905
2610	[11394715, 11394770)	1.75	0.0	4.0	4.0	0.4375	2.3176321585405306
2611	[11394856, 11394953)	1.5	3.3333333333333335	1.0	4.333333333333334	0.3461538461538461	1.9865418501775975
2612	[11395911, 11396129)	2.5384615384615383	0.0	1.0	1.0	2.5384615384615383	3.3618400541467035
2613	[11396383, 11396613)	2.0526315789473686	0.5	0.6	1.1	1.8660287081339713	2.7184256897167125
2614	[11400966, 11401063)	1.9	0.0	1.8333333333333333	1.8333333333333333	1.0363636363636364	2.5162863435582903
2615	[11401790, 11401911)	2.3846153846153846	0.0	0.5	0.5	4.769230769230769	3.1580921720772066
2616	[11403549, 11403920)	1.4736842105263157	0.625	1.6666666666666667	2.291666666666667	0.6430622009569377	1.951690238770973
2617	[11406282, 11406563)	1.7826086956521738	0.2	0.5	0.7	2.546583850931677	2.3608178509356956
2618	[11409494, 11409691)	2.25	0.2	1.8	2.0	1.125	2.9798127752663963
2619	[11409992, 11410058)	3.0	0.0	1.2	1.2	2.5	3.973083700355195
2620	[11418176, 11418251)	3.2857142857142856	0.0	1.3333333333333333	1.3333333333333333	2.4642857142857144	4.351472624198547
2621	[11421917, 11422246)	1.6666666666666667	0.25	0.6	0.85	1.9607843137254903	2.207268722419553
2622	[11423190, 11423339)	1.8333333333333333	0.0	1.0	1.0	1.8333333333333333	2.427995594661508
2623	[11424347, 11424428)	3.0	0.14285714285714285	0.75	0.8928571428571428	3.3600000000000003	3.973083700355195
2624	[11439057, 11439115)	0.6666666666666666	2.0	1.6666666666666667	3.666666666666667	0.1818181818181818	0.8829074889678211
2625	[11439218, 11439353)	1.5	0.0	0.4	0.4	3.75	1.9865418501775975
2626	[11439455, 11439517)	5.0	0.0	0.2222222222222222	0.2222222222222222	22.5	6.621806167258659
2627	[11444638, 11444788)	2.4545454545454546	0.0	0.6666666666666666	0.6666666666666666	3.681818181818182	3.25070484574516
2628	[11450740, 11450799)	2.0	1.3333333333333333	0.4	1.7333333333333334	1.1538461538461537	2.6487224669034632
2629	[11461631, 11461724)	2.25	0.0	2.0	2.0	1.125	2.9798127752663963
2630	[11462563, 11462714)	1.8	0.2222222222222222	1.7142857142857142	1.9365079365079363	0.9295081967213116	2.3838502202131173
2631	[11468702, 11469013)	1.5333333333333334	0.0	0.3333333333333333	0.3333333333333333	4.6000000000000005	2.030687224625989
2632	[11470683, 11470783)	2.25	0.25	0.6666666666666666	0.9166666666666666	2.4545454545454546	2.9798127752663963
2633	[11470886, 11471306)	1.8918918918918919	0.0	1.0	1.0	1.8918918918918919	2.505548279503276
2634	[11471638, 11471714)	3.2	0.0	1.0	1.0	3.2	4.237955947045542
2635	[11478564, 11478663)	1.8888888888888888	1.25	0.3333333333333333	1.5833333333333333	1.1929824561403508	2.5015712187421597
2636	[11479367, 11479527)	1.75	0.0	0.7142857142857143	0.7142857142857143	2.4499999999999997	2.3176321585405306
2637	[11486015, 11486174)	1.0833333333333333	0.0	4.0	4.0	0.2708333333333333	1.4347246695727094
2638	[11486319, 11486426)	1.0	0.0	2.0	2.0	0.5	1.3243612334517316
2639	[11486827, 11487410)	2.4	1.0	1.0	2.0	1.2	3.178466960284156
2640	[11488429, 11488755)	2.0	0.0	0.6666666666666666	0.6666666666666666	3.0	2.6487224669034632
2641	[11497202, 11497301)	2.090909090909091	0.0	0.14285714285714285	0.14285714285714285	14.636363636363637	2.7691189426718026
2642	[11507402, 11507531)	1.7	1.2	0.3333333333333333	1.5333333333333332	1.108695652173913	2.251414096867944
2643	[11514419, 11514579)	1.4	0.0	4.0	4.0	0.35	1.8541057268324244
2644	[11530158, 11530251)	2.1	0.6	1.5	2.1	1.0	2.7811585902486367
2645	[11535614, 11535698)	3.0	0.0	0.6	0.6	5.0	3.973083700355195
2646	[11536105, 11536353)	1.736842105263158	0.6666666666666666	0.75	1.4166666666666665	1.2260061919504646	2.3002063528372183
2647	[11537245, 11537307)	1.8	0.0	2.0	2.0	0.9	2.3838502202131173
2648	[11537583, 11537749)	1.6	0.5	1.0	1.5	1.0666666666666667	2.118977973522771
2649	[11539525, 11539596)	0.4	2.0	0.5	2.5	0.16	0.5297444933806927
2650	[11542782, 11542907)	1.5	0.0	2.25	2.25	0.6666666666666666	1.9865418501775975
2651	[11543041, 11543115)	3.142857142857143	3.5	0.16666666666666666	3.6666666666666665	0.8571428571428572	4.162278162276871
2652	[11543298, 11543367)	3.0	0.0	3.0	3.0	1.0	3.973083700355195
2653	[11544229, 11544395)	2.4444444444444446	0.0	0.5	0.5	4.888888888888889	3.237327459548678
2654	[11546805, 11546895)	5.090909090909091	0.0	2.0	2.0	2.5454545454545454	6.742202643026998
2655	[11559996, 11560057)	2.0	0.3333333333333333	1.0	1.3333333333333333	1.5	2.6487224669034632
2656	[11562001, 11562268)	1.5	0.25	1.4	1.65	0.9090909090909092	1.9865418501775975
2657	[11562446, 11562760)	1.3043478260869565	0.0	1.75	1.75	0.7453416149068323	1.7274276958066066
2658	[11568191, 11568294)	2.5	0.16666666666666666	1.0	1.1666666666666667	2.142857142857143	3.3109030836293294
2659	[11569727, 11569958)	2.210526315789474	0.0	2.3333333333333335	2.3333333333333335	0.9473684210526316	2.92753535815646
2660	[11572359, 11572452)	1.6	1.0	3.0	4.0	0.4	2.118977973522771
2661	[11584714, 11585000)	1.2380952380952381	0.3333333333333333	4.0	4.333333333333333	0.28571428571428575	1.639685336654525
2662	[11585965, 11586306)	2.238095238095238	0.0	1.6666666666666667	1.6666666666666667	1.3428571428571427	2.9640465701062566
2663	[11586588, 11586687)	1.8	0.0	0.5	0.5	3.6	2.3838502202131173
2664	[11589630, 11589692)	2.6666666666666665	1.3333333333333333	0.3333333333333333	1.6666666666666665	1.6	3.5316299558712845
2665	[11596373, 11596501)	2.1666666666666665	0.0	1.0	1.0	2.1666666666666665	2.8694493391454188
2666	[11597106, 11597456)	1.935483870967742	0.0	1.0	1.0	1.935483870967742	2.563279806680771
2667	[11603535, 11603623)	1.0	0.0	3.0	3.0	0.3333333333333333	1.3243612334517316
2668	[11609091, 11609278)	3.090909090909091	0.3333333333333333	1.0	1.3333333333333333	2.3181818181818183	4.093480176123534
2669	[11612233, 11612369)	2.2222222222222223	0.0	0.25	0.25	8.88888888888889	2.9430249632260708
2670	[11612847, 11612956)	1.8571428571428572	0.5	1.5	2.0	0.9285714285714286	2.4595280049817876
2671	[11613467, 11613609)	1.7777777777777777	0.0	1.4	1.4	1.2698412698412698	2.354419970580856
2672	[11614884, 11614991)	3.1818181818181817	0.3333333333333333	0.42857142857142855	0.7619047619047619	4.176136363636363	4.213876651891874
2673	[11619730, 11619814)	3.2857142857142856	0.0	0.125	0.125	26.285714285714285	4.351472624198547
2674	[11648898, 11648961)	0.25	0.0	4.5	4.5	0.05555555555555555	0.3310903083629329
2675	[11649222, 11649394)	2.3333333333333335	0.0	0.6666666666666666	0.6666666666666666	3.5000000000000004	3.0901762113873743
2676	[11656967, 11657138)	2.210526315789474	1.6666666666666667	1.1	2.7666666666666666	0.798985415345593	2.92753535815646
2677	[11658302, 11658442)	2.4	0.375	0.3333333333333333	0.7083333333333333	3.3882352941176475	3.178466960284156
2678	[11659719, 11659803)	0.8	1.5	1.3333333333333333	2.833333333333333	0.28235294117647064	1.0594889867613855
2679	[11664867, 11664968)	1.2857142857142858	0.0	2.6	2.6	0.4945054945054945	1.7027501572950838
2680	[11666041, 11666166)	1.5	0.42857142857142855	1.3333333333333333	1.7619047619047619	0.8513513513513514	1.9865418501775975
2681	[11669762, 11669954)	1.6153846153846154	0.42857142857142855	1.75	2.1785714285714284	0.7414880201765448	2.1393527617297203
2682	[11675956, 11676150)	2.0	0.0	1.5	1.5	1.3333333333333333	2.6487224669034632
2683	[11687707, 11687926)	1.75	0.1111111111111111	0.16666666666666666	0.2777777777777778	6.3	2.3176321585405306
2684	[11702478, 11702544)	2.25	1.25	1.6666666666666667	2.916666666666667	0.7714285714285714	2.9798127752663963
2685	[11704597, 11704676)	2.2857142857142856	0.0	0.25	0.25	9.142857142857142	3.027111390746815
2686	[11717519, 11717682)	1.7142857142857142	0.8	0.16666666666666666	0.9666666666666667	1.773399014778325	2.2703335430601115
2687	[11722220, 11722353)	1.7333333333333334	0.0	0.4	0.4	4.333333333333333	2.295559471316335
2688	[11728133, 11728250)	1.3333333333333333	0.0	1.1666666666666667	1.1666666666666667	1.1428571428571428	1.7658149779356422
2689	[11735154, 11735304)	1.6428571428571428	0.0	1.0	1.0	1.6428571428571428	2.1757363120992737
2690	[11739698, 11739919)	2.0526315789473686	0.0	0.6666666666666666	0.6666666666666666	3.078947368421053	2.7184256897167125
